	Ecoli	Listeria	Shigellia
OG0002811	sp|P76192|YDHV_ECOLI		tr|F5NUW3|F5NUW3_SHIFL
OG0002812	sp|P77748|YDIJ_ECOLI		tr|F5NUU7|F5NUU7_SHIFL
OG0002813	sp|P0AFS7|YDIK_ECOLI		tr|F5NUU6|F5NUU6_SHIFL
OG0002814	sp|P76196|YDIL_ECOLI		tr|F5NUU5|F5NUU5_SHIFL
OG0002815	sp|P76198|YDIN_ECOLI		tr|F5NUU2|F5NUU2_SHIFL
OG0002816	sp|P76201|YDIQ_ECOLI		tr|F5NUT5|F5NUT5_SHIFL
OG0002817	sp|P77704|YDJI_ECOLI		tr|F5NUJ7|F5NUJ7_SHIFL
OG0002818	sp|P76230|YDJK_ECOLI		tr|F5NUJ5|F5NUJ5_SHIFL
OG0002819	sp|P76210|YDJO_ECOLI		tr|F5NUP2|F5NUP2_SHIFL
OG0002820	sp|P76220|YDJY_ECOLI		tr|F5NUM3|F5NUM3_SHIFL
OG0002821	sp|P76231|YEAC_ECOLI		tr|F5NUJ3|F5NUJ3_SHIFL
OG0002822	sp|P0ACY3|YEAG_ECOLI		tr|F5NUI1|F5NUI1_SHIFL
OG0002823	sp|P76235|YEAH_ECOLI		tr|F5NUH9|F5NUH9_SHIFL
OG0002824	sp|P64483|YEAK_ECOLI		tr|F5NUG9|F5NUG9_SHIFL
OG0002825	sp|P76245|YEAP_ECOLI		tr|F5NUG0|F5NUG0_SHIFL
OG0002826	sp|P33218|YEBE_ECOLI		tr|F5NVH7|F5NVH7_SHIFL
OG0002827	sp|P33219|YEBF_ECOLI		tr|F5NVH8|F5NVH8_SHIFL
OG0002828	sp|P0ACY9|YEBG_ECOLI		tr|F5NVH9|F5NVH9_SHIFL
OG0002829	sp|P0ADI7|YECD_ECOLI		tr|F5NVK4|F5NVK4_SHIFL
OG0002830	sp|P76318|YEDK_ECOLI		tr|F5NVZ1|F5NVZ1_SHIFL
OG0002831	sp|P0A8W8|YFBU_ECOLI		tr|F5NXP4|F5NXP4_SHIFL
OG0002832	sp|P33634|YFIE_ECOLI		tr|F5NYH8|F5NYH8_SHIFL
OG0002833	sp|P0AGJ5|YFIF_ECOLI		tr|F5NYI2|F5NYI2_SHIFL
OG0002834	sp|P46126|YFIM_ECOLI		tr|F5NYI7|F5NYI7_SHIFL
OG0002835	sp|P52124|YFJI_ECOLI		tr|F5NR87|F5NR87_SHIFL
OG0002836	sp|P45527|YHBU_ECOLI		tr|F5P060|F5P060_SHIFL
OG0002837	sp|P64622|YHDV_ECOLI		tr|F5P0H2|F5P0H2_SHIFL
OG0002838	sp|P45524|YHET_ECOLI		tr|F5P385|F5P385_SHIFL
OG0002839	sp|P0ADW8|YHEV_ECOLI		tr|F5P390|F5P390_SHIFL
OG0002840	sp|P67143|YHGN_ECOLI		tr|F5P2Z6|F5P2Z6_SHIFL
OG0002841	sp|P37614|YHHL_ECOLI		tr|F5P2W6|F5P2W6_SHIFL
OG0002842	sp|P46852|YHHW_ECOLI		tr|F5P2Z1|F5P2Z1_SHIFL
OG0002843	sp|P46854|YHHY_ECOLI		tr|F5P2Y9|F5P2Y9_SHIFL
OG0002844	sp|P37626|YHII_ECOLI		tr|F5P2U6|F5P2U6_SHIFL
OG0002845	sp|P0ADJ3|YHJR_ECOLI		tr|F5P2K4|F5P2K4_SHIFL
OG0002846	sp|P0AG27|YIBN_ECOLI		tr|F5P2D1|F5P2D1_SHIFL
OG0002847	sp|P0AF50|YJBR_ECOLI		tr|F5P0N4|F5P0N4_SHIFL
OG0002848	sp|P0AF56|YJCO_ECOLI		tr|F5P3P0|F5P3P0_SHIFL
OG0002849	sp|P33222|YJFC_ECOLI		tr|F5P3I1|F5P3I1_SHIFL
OG0002850	sp|P0AF82|YJFN_ECOLI		tr|F5P3H9|F5P3H9_SHIFL
OG0002851	sp|P0AF86|YJFY_ECOLI		tr|F5P3G8|F5P3G8_SHIFL
OG0002852	sp|P0ADC8|YJIX_ECOLI		tr|F5P454|F5P454_SHIFL
OG0002853	sp|P58034|YMGF_ECOLI		tr|F5NT75|F5NT75_SHIFL
OG0002854	sp|P76146|YNEE_ECOLI		tr|F5P4M0|F5P4M0_SHIFL
OG0002855	sp|P67553|YNFC_ECOLI		tr|F5NV96|F5NV96_SHIFL
OG0002856	sp|Q2EES1|YNID_ECOLI		tr|F5NUQ3|F5NUQ3_SHIFL
OG0002857	sp|P76223|YNJB_ECOLI		tr|F5NUM0|F5NUM0_SHIFL
OG0002858	sp|P76909|YNJD_ECOLI		tr|F5NUL7|F5NUL7_SHIFL
OG0002859	sp|P76226|YNJF_ECOLI		tr|F5NUL5|F5NUL5_SHIFL
OG0002860	sp|P31665|YADD_ECOLI		tr|F5NPK6|F5NPK6_SHIFL
OG0002861	sp|P37056|YAEF_ECOLI		tr|F5NPR8|F5NPR8_SHIFL
OG0002862	sp|P0AAZ7|YCAR_ECOLI		tr|F5NSQ0|F5NSQ0_SHIFL
OG0002863	sp|P75863|YCBX_ECOLI		tr|F5NST3|F5NST3_SHIFL
OG0002864	sp|P0AAC6|YCCA_ECOLI		tr|F5NSV6|F5NSV6_SHIFL
OG0002865	sp|P75946|YCFL_ECOLI		tr|F5NT08|F5NT08_SHIFL
OG0002866	sp|P75955|YCFT_ECOLI		tr|F5NT20|F5NT20_SHIFL
OG0002867	sp|P0A8L5|YCGN_ECOLI		tr|F5NTC0|F5NTC0_SHIFL
OG0002868	sp|P0A8L7|YCIU_ECOLI		tr|F5NTJ7|F5NTJ7_SHIFL
OG0002869	sp|P0AD24|YEJL_ECOLI		tr|F5NXC0|F5NXC0_SHIFL
OG0002870	sp|P0AA60|YGHB_ECOLI		tr|F5NZC7|F5NZC7_SHIFL
OG0002871	sp|Q46840|YGHO_ECOLI		tr|F5NZ99|F5NZ99_SHIFL
OG0002872	sp|P64574|YGHW_ECOLI		tr|F5NZB9|F5NZB9_SHIFL
OG0002873	sp|Q46861|YGIQ_ECOLI		tr|F5NZD7|F5NZD7_SHIFL
OG0002874	sp|P67762|YHBP_ECOLI		tr|F5P054|F5P054_SHIFL
OG0002875	sp|P45475|YHBV_ECOLI		tr|F5P061|F5P061_SHIFL
OG0002876	sp|P0ADW3|YHCB_ECOLI		tr|F5P0D2|F5P0D2_SHIFL
OG0002877	sp|P67624|YHEU_ECOLI		tr|F5P384|F5P384_SHIFL
OG0002878	sp|P0ADX7|YHHA_ECOLI		tr|F5P2Y7|F5P2Y7_SHIFL
OG0002879	sp|P37664|YIAC_ECOLI		tr|F5P2M3|F5P2M3_SHIFL
OG0002880	sp|P0ADK0|YIAF_ECOLI		tr|F5P2M7|F5P2M7_SHIFL
OG0002881	sp|P37674|YIAM_ECOLI		tr|F5P001|F5P001_SHIFL
OG0002882	sp|P0ACA1|YIBF_ECOLI		tr|F5P2F0|F5P2F0_SHIFL
OG0002883	sp|P32685|YJBD_ECOLI		tr|F5P0S5|F5P0S5_SHIFL
OG0002884	sp|P32687|YJBF_ECOLI		tr|F5P0S0|F5P0S0_SHIFL
OG0002885	sp|P32688|YJBG_ECOLI		tr|F5P0R9|F5P0R9_SHIFL
OG0002886	sp|P32693|YJBL_ECOLI		tr|F5P0P5|F5P0P5_SHIFL
OG0002887	sp|P39295|YJFM_ECOLI		tr|F5P3I2|F5P3I2_SHIFL
OG0002888	sp|P0A8X0|YJGA_ECOLI		tr|F5P3W1|F5P3W1_SHIFL
OG0002889	sp|P39332|YJGH_ECOLI		tr|F5P3X7|F5P3X7_SHIFL
OG0002890	sp|P39342|YJGR_ECOLI		tr|F5P3Z8|F5P3Z8_SHIFL
OG0002891	sp|P24203|YJIA_ECOLI		tr|F5P453|F5P453_SHIFL
OG0002892	sp|P39379|YJIH_ECOLI		tr|F5P405|F5P405_SHIFL
OG0002893	sp|P39383|YJIL_ECOLI	tr|Q8Y8V4|Q8Y8V4_LISMO	
OG0002894	sp|P37342|YJJI_ECOLI		tr|F5P4A3|F5P4A3_SHIFL
OG0002895	sp|P77473|YLAB_ECOLI		tr|F5NRH3|F5NRH3_SHIFL
OG0002896	sp|P75801|YLIF_ECOLI		tr|F5NSB5|F5NSB5_SHIFL
OG0002897	sp|P75804|YLII_ECOLI		tr|F5NSB8|F5NSB8_SHIFL
OG0002898	sp|P0AB10|YMBA_ECOLI		tr|F5NST8|F5NST8_SHIFL
OG0002899	sp|P76011|YMGE_ECOLI		tr|F5NTD8|F5NTD8_SHIFL
OG0002900	sp|P76148|YNEG_ECOLI		tr|F5NUA1|F5NUA1_SHIFL
OG0002901	sp|A5A618|YNHF_ECOLI		tr|F5NUX9|F5NUX9_SHIFL
OG0002902	sp|P76193|YNHG_ECOLI		tr|F5NUV6|F5NUV6_SHIFL
OG0002903	sp|P76222|YNJA_ECOLI		tr|F5NUM1|F5NUM1_SHIFL
OG0002904	sp|P76227|YNJH_ECOLI		tr|F5NUL3|F5NUL3_SHIFL
OG0002905	sp|P75870|YCCS_ECOLI		tr|F5NSU5|F5NSU5_SHIFL
OG0002906	sp|P75916|YCDZ_ECOLI		tr|F5NR06|F5NR06_SHIFL
OG0002907	sp|P29217|YCEH_ECOLI		tr|F5NT94|F5NT94_SHIFL
OG0002908	sp|P0AB49|YCHH_ECOLI		tr|F5NTF0|F5NTF0_SHIFL
OG0002909	sp|P37052|YCHJ_ECOLI		tr|F5NTH8|F5NTH8_SHIFL
OG0002910	sp|P39165|YCHO_ECOLI		tr|F5NTG9|F5NTG9_SHIFL
OG0002911	sp|P21362|YCIF_ECOLI		tr|F5NTL0|F5NTL0_SHIFL
OG0002912	sp|P76177|YDGH_ECOLI		tr|F5NV53|F5NV53_SHIFL
OG0002913	sp|P37597|YDHC_ECOLI		tr|F5NUX6|F5NUX6_SHIFL
OG0002914	sp|P0ACX9|YDIE_ECOLI		tr|F5NUS5|F5NUS5_SHIFL
OG0002915	sp|P64476|YDIH_ECOLI		tr|F5NUU9|F5NUU9_SHIFL
OG0002916	sp|P77402|YDIP_ECOLI		tr|F5NUT6|F5NUT6_SHIFL
OG0002917	sp|P0AD05|YECA_ECOLI		tr|F5NVX1|F5NVX1_SHIFL
OG0002918	sp|P46125|YEDI_ECOLI		tr|F5NW28|F5NW28_SHIFL
OG0002919	sp|P36928|YEGD_ECOLI		tr|F5NWT0|F5NWT0_SHIFL
OG0002920	sp|P38097|YEGE_ECOLI		tr|F5NWS7|F5NWS7_SHIFL
OG0002921	sp|P76402|YEGP_ECOLI		tr|F5NWU7|F5NWU7_SHIFL
OG0002922	sp|P76421|YEGX_ECOLI		tr|F5NWW6|F5NWW6_SHIFL
OG0002923	sp|P33344|YEHE_ECOLI		tr|F5NWX7|F5NWX7_SHIFL
OG0002924	sp|P64536|YEIS_ECOLI		tr|F5NX70|F5NX70_SHIFL
OG0002925	sp|P33915|YEJE_ECOLI		tr|F5NXB1|F5NXB1_SHIFL
OG0002926	sp|P17994|YFAA_ECOLI		tr|F5NXH7|F5NXH7_SHIFL
OG0002927	sp|P76464|YFAS_ECOLI		tr|F5NXG1|F5NXG1_SHIFL
OG0002928	sp|P76482|YFBL_ECOLI		tr|F5NXM3|F5NXM3_SHIFL
OG0002929	sp|P39263|YFCC_ECOLI		tr|F5NXP9|F5NXP9_SHIFL
OG0002930	sp|P77549|YFCJ_ECOLI		tr|F5NXS3|F5NXS3_SHIFL
OG0002931	sp|P0AD33|YFCZ_ECOLI		tr|F5NXU7|F5NXU7_SHIFL
OG0002932	sp|P76505|YFDF_ECOLI		tr|F5NXV0|F5NXV0_SHIFL
OG0002933	sp|P76521|YFDY_ECOLI		tr|F5NYE4|F5NYE4_SHIFL
OG0002934	sp|P23842|YFEA_ECOLI		tr|F5NY69|F5NY69_SHIFL
OG0002935	sp|Q47702|YFEK_ECOLI		tr|F5NY90|F5NY90_SHIFL
OG0002936	sp|P76536|YFEX_ECOLI		tr|F5NYA3|F5NYA3_SHIFL
OG0002937	sp|P0AD49|YFIA_ECOLI		tr|F5NZ27|F5NZ27_SHIFL
OG0002938	sp|Q47319|YFIP_ECOLI		tr|F5NYI4|F5NYI4_SHIFL
OG0002939	sp|P0AD53|YGAC_ECOLI		tr|F5NYZ9|F5NYZ9_SHIFL
OG0002940	sp|P52044|YGFI_ECOLI		tr|F5NZV6|F5NZV6_SHIFL
OG0002941	sp|P11865|YHAB_ECOLI		tr|F5P028|F5P028_SHIFL
OG0002942	sp|P11864|YHAC_ECOLI		tr|F5P029|F5P029_SHIFL
OG0002943	sp|P67660|YHAJ_ECOLI		tr|F5NZQ1|F5NZQ1_SHIFL
OG0002944	sp|P42625|YHAL_ECOLI		tr|F5NZP8|F5NZP8_SHIFL
OG0002945	sp|P0AA73|YHBE_ECOLI		tr|F5P088|F5P088_SHIFL
OG0002946	sp|P36677|YHDN_ECOLI		tr|F5P3D4|F5P3D4_SHIFL
OG0002947	sp|P46474|YHDP_ECOLI		tr|F5P0E5|F5P0E5_SHIFL
OG0002948	sp|P64619|YHDU_ECOLI		tr|F5P0G3|F5P0G3_SHIFL
OG0002949	sp|P37641|YHJC_ECOLI		tr|F5P2I3|F5P2I3_SHIFL
OG0002950	sp|P37645|YHJG_ECOLI		tr|F5P2I7|F5P2I7_SHIFL
OG0002951	sp|P32700|YJCB_ECOLI		tr|F5P3M1|F5P3M1_SHIFL
OG0002952	sp|P39270|YJDF_ECOLI		tr|F5P0K6|F5P0K6_SHIFL
OG0002953	sp|Q6BEX5|YJDP_ECOLI		tr|F5P3R2|F5P3R2_SHIFL
OG0002954	sp|P0AB46|YMGD_ECOLI		tr|F5NTA4|F5NTA4_SHIFL
OG0002955	sp|Q7DFV3|YMGG_ECOLI		tr|F5NTA5|F5NTA5_SHIFL
OG0002956	sp|P0AEB5|YNAI_ECOLI		tr|F5NVQ3|F5NVQ3_SHIFL
OG0002957	sp|P76093|YNBD_ECOLI		tr|F5NU09|F5NU09_SHIFL
OG0002958	sp|P64517|YODC_ECOLI		tr|F5NW27|F5NW27_SHIFL
OG0002959	sp|P64519|YODD_ECOLI		tr|F5NW23|F5NW23_SHIFL
OG0002960	sp|P33366|YOHD_ECOLI		tr|F5NX59|F5NX59_SHIFL
OG0002961	sp|P33941|YOJI_ECOLI		tr|F5NXE4|F5NXE4_SHIFL
OG0002962	sp|P52096|YAER_ECOLI		tr|F5NPR0|F5NPR0_SHIFL
OG0002963	sp|P30866|YAFE_ECOLI		tr|F5NQ56|F5NQ56_SHIFL
OG0002964	sp|P0AA99|YAFK_ECOLI		tr|F5NQ81|F5NQ81_SHIFL
OG0002965	sp|P75672|YAFS_ECOLI		tr|F5NQ59|F5NQ59_SHIFL
OG0002966	sp|P0ADA5|YAJG_ECOLI		tr|F5NRE1|F5NRE1_SHIFL
OG0002967	sp|P0A8E7|YAJQ_ECOLI		tr|F5NQH5|F5NQH5_SHIFL
OG0002968	sp|P39830|YBAL_ECOLI		tr|F5NRJ4|F5NRJ4_SHIFL
OG0002969	sp|P77301|YBAP_ECOLI		tr|F5NRJ9|F5NRJ9_SHIFL
OG0002970	sp|P77717|YBAY_ECOLI		tr|F5NRG9|F5NRG9_SHIFL
OG0002971	sp|P0AAS7|YBCJ_ECOLI		tr|F5NRP5|F5NRP5_SHIFL
OG0002972	sp|P77216|YBDN_ECOLI	tr|Q8Y7H0|Q8Y7H0_LISMO	
OG0002973	sp|P0A8J4|YBED_ECOLI		tr|F5NRX1|F5NRX1_SHIFL
OG0002974	sp|P30979|YBEF_ECOLI		tr|F5NRW9|F5NRW9_SHIFL
OG0002975	sp|P77234|YBEQ_ECOLI		tr|F5NRY4|F5NRY4_SHIFL
OG0002976	sp|P0AAV0|YBGE_ECOLI		tr|F5NQR7|F5NQR7_SHIFL
OG0002977	sp|P0AAV4|YBGJ_ECOLI		tr|F5NQV6|F5NQV6_SHIFL
OG0002978	sp|P75818|YBJP_ECOLI		tr|F5NSH4|F5NSH4_SHIFL
OG0002979	sp|P36661|YCCE_ECOLI		tr|F5NRB8|F5NRB8_SHIFL
OG0002980	sp|P0AB26|YCEB_ECOLI		tr|F5NT90|F5NT90_SHIFL
OG0002981	sp|P0A729|YCEF_ECOLI		tr|F5NSZ1|F5NSZ1_SHIFL
OG0002982	sp|P76000|YCGI_ECOLI		tr|F5NTA7|F5NTA7_SHIFL
OG0002983	sp|P76035|YCIW_ECOLI		tr|F5NTP6|F5NTP6_SHIFL
OG0002984	sp|P0A8D9|YFBV_ECOLI		tr|F5NXP6|F5NXP6_SHIFL
OG0002985	sp|P65556|YFCD_ECOLI		tr|F5NXQ0|F5NXQ0_SHIFL
OG0002986	sp|P77526|YFCG_ECOLI		tr|F5NXQ3|F5NXQ3_SHIFL
OG0002987	sp|P0A8B2|YFCN_ECOLI		tr|F5NXT2|F5NXT2_SHIFL
OG0002988	sp|P76520|YFDX_ECOLI		tr|F5NYE3|F5NYE3_SHIFL
OG0002989	sp|P27238|YFED_ECOLI		tr|F5NY71|F5NY71_SHIFL
OG0002990	sp|P65290|YFGH_ECOLI		tr|F5NY07|F5NY07_SHIFL
OG0002991	sp|P76576|YFGM_ECOLI		tr|F5NY15|F5NY15_SHIFL
OG0002992	sp|P07021|YFIB_ECOLI		tr|F5NZ19|F5NZ19_SHIFL
OG0002993	sp|P33644|YFIH_ECOLI		tr|F5NYL8|F5NYL8_SHIFL
OG0002994	sp|P65292|YGDI_ECOLI		tr|F5NZ50|F5NZ50_SHIFL
OG0002995	sp|P46142|YGGM_ECOLI		tr|F5P003|F5P003_SHIFL
OG0002996	sp|P52048|YGGP_ECOLI		tr|F5NZX2|F5NZX2_SHIFL
OG0002997	sp|P52060|YGGU_ECOLI		tr|F5NZZ6|F5NZZ6_SHIFL
OG0002998	sp|Q46845|YGHU_ECOLI		tr|F5NZA9|F5NZA9_SHIFL
OG0002999	sp|P0ADU5|YGIW_ECOLI		tr|F5NZE3|F5NZE3_SHIFL
OG0003000	sp|P42589|YGJH_ECOLI		tr|F5NZK4|F5NZK4_SHIFL
OG0003001	sp|P42590|YGJI_ECOLI		tr|F5NZL0|F5NZL0_SHIFL
OG0003002	sp|P42597|YGJP_ECOLI		tr|F5NZM0|F5NZM0_SHIFL
OG0003003	sp|P64599|YHBT_ECOLI		tr|F5P058|F5P058_SHIFL
OG0003004	sp|P45566|YHDT_ECOLI		tr|F5P0F7|F5P0F7_SHIFL
OG0003005	sp|P45537|YHFK_ECOLI		tr|F5P380|F5P380_SHIFL
OG0003006	sp|P45546|YHFT_ECOLI		tr|F5P360|F5P360_SHIFL
OG0003007	sp|P45551|YHFY_ECOLI		tr|F5P355|F5P355_SHIFL
OG0003008	sp|P37615|YHHM_ECOLI		tr|F5P2W5|F5P2W5_SHIFL
OG0003009	sp|P0ADI9|YHHN_ECOLI		tr|F5P2W4|F5P2W4_SHIFL
OG0003010	sp|P37619|YHHQ_ECOLI		tr|F5P2W1|F5P2W1_SHIFL
OG0003011	sp|P37621|YHHS_ECOLI		tr|F5P2V9|F5P2V9_SHIFL
OG0003012	sp|P0AGM0|YHHT_ECOLI		tr|F5P2V8|F5P2V8_SHIFL
OG0003013	sp|P37646|YHJH_ECOLI		tr|F5P2I9|F5P2I9_SHIFL
OG0003014	sp|P09996|YIDB_ECOLI		tr|F5P1U3|F5P1U3_SHIFL
OG0003015	sp|P0ADM4|YIDQ_ECOLI		tr|F5P1T2|F5P1T2_SHIFL
OG0003016	sp|P0ADM8|YIEE_ECOLI		tr|F5P1V6|F5P1V6_SHIFL
OG0003017	sp|P31467|YIEH_ECOLI		tr|F5P1W0|F5P1W0_SHIFL
OG0003018	sp|P31471|YIEL_ECOLI		tr|F5P1W9|F5P1W9_SHIFL
OG0003019	sp|P0ADN2|YIFE_ECOLI		tr|F5P1N9|F5P1N9_SHIFL
OG0003020	sp|P0ADN6|YIFL_ECOLI		tr|F5P1J8|F5P1J8_SHIFL
OG0003021	sp|P0ADP0|YIGB_ECOLI		tr|F5P1J4|F5P1J4_SHIFL
OG0003022	sp|P27843|YIGG_ECOLI		tr|F5P1I6|F5P1I6_SHIFL
OG0003023	sp|P27848|YIGL_ECOLI		tr|F5P1H7|F5P1H7_SHIFL
OG0003024	sp|P32128|YIHF_ECOLI		tr|F5P1E8|F5P1E8_SHIFL
OG0003025	sp|P39277|YJEH_ECOLI		tr|F5P0M5|F5P0M5_SHIFL
OG0003026	sp|P0AF73|YJET_ECOLI		tr|F5P3J0|F5P3J0_SHIFL
OG0003027	sp|P0AEH8|YJIG_ECOLI		tr|F5P406|F5P406_SHIFL
OG0003028	sp|P39408|YJJV_ECOLI		tr|F5P4A1|F5P4A1_SHIFL
OG0003029	sp|P0AAT9|YBEL_ECOLI		tr|F5NRY3|F5NRY3_SHIFL
OG0003030	sp|P77427|YBEU_ECOLI		tr|F5NRZ0|F5NRZ0_SHIFL
OG0003031	sp|P0AAU2|YBFA_ECOLI		tr|F5NQM0|F5NQM0_SHIFL
OG0003032	sp|P75763|YBHI_ECOLI		tr|F5NS24|F5NS24_SHIFL
OG0003033	sp|P0AAW5|YBHQ_ECOLI		tr|F5NS64|F5NS64_SHIFL
OG0003034	sp|P75783|YBIO_ECOLI		tr|F5NS85|F5NS85_SHIFL
OG0003035	sp|P64439|YBJM_ECOLI		tr|F5NSJ4|F5NSJ4_SHIFL
OG0003036	sp|P75822|YBJT_ECOLI		tr|F5NSG9|F5NSG9_SHIFL
OG0003037	sp|P0AB03|YCBJ_ECOLI		tr|F5NSQ2|F5NSQ2_SHIFL
OG0003038	sp|P0AB06|YCBK_ECOLI		tr|F5NSR1|F5NSR1_SHIFL
OG0003039	sp|P0AB43|YCGL_ECOLI		tr|F5NTB8|F5NTB8_SHIFL
OG0003040	sp|P76034|YCIT_ECOLI		tr|F5NTP0|F5NTP0_SHIFL
OG0003041	sp|P76575|YFGJ_ECOLI		tr|F5NY12|F5NY12_SHIFL
OG0003042	sp|P0ADQ7|YGAM_ECOLI		tr|F5NYY7|F5NYY7_SHIFL
OG0003043	sp|Q46787|YGEG_ECOLI		tr|F5P4G2|F5P4G2_SHIFL
OG0003044	sp|P11664|YGGC_ECOLI		tr|F5NZW9|F5NZW9_SHIFL
OG0003045	sp|P37691|YIBQ_ECOLI		tr|F5P2C8|F5P2C8_SHIFL
OG0003046	sp|P0ADL6|YIDG_ECOLI		tr|F5P1R5|F5P1R5_SHIFL
OG0003047	sp|P31448|YIDK_ECOLI		tr|F5P1R9|F5P1R9_SHIFL
OG0003048	sp|P0ADM6|YIDX_ECOLI		tr|F5P1U1|F5P1U1_SHIFL
OG0003049	sp|P0ACM9|YIHL_ECOLI		tr|F5P1D4|F5P1D4_SHIFL
OG0003050	sp|P32135|YIHN_ECOLI		tr|F5P1D2|F5P1D2_SHIFL
OG0003051	sp|P32144|YIHW_ECOLI		tr|F5P1B5|F5P1B5_SHIFL
OG0003052	sp|P0ADQ2|YIID_ECOLI		tr|F5P1B9|F5P1B9_SHIFL
OG0003053	sp|P32162|YIIS_ECOLI		tr|F5P146|F5P146_SHIFL
OG0003054	sp|P32680|YJAG_ECOLI		tr|F5P0W2|F5P0W2_SHIFL
OG0003055	sp|P32681|YJAH_ECOLI		tr|F5P0W0|F5P0W0_SHIFL
OG0003056	sp|P32690|YJBI_ECOLI		tr|F5P0Q5|F5P0Q5_SHIFL
OG0003057	sp|P39274|YJDJ_ECOLI	tr|Q8YAJ1|Q8YAJ1_LISMO	
OG0003058	sp|P39279|YJEJ_ECOLI		tr|F5P0M9|F5P0M9_SHIFL
OG0003059	sp|P39338|YJGN_ECOLI		tr|F5P3Z1|F5P3Z1_SHIFL
OG0003060	sp|P39374|YJIC_ECOLI		tr|F5P411|F5P411_SHIFL
OG0003061	sp|P0ADD7|YJJQ_ECOLI		tr|F5P489|F5P489_SHIFL
OG0003062	sp|P75675|YKFJ_ECOLI		tr|F5NQ91|F5NQ91_SHIFL
OG0003063	sp|P0AAS5|YLBF_ECOLI		tr|F5NRN7|F5NRN7_SHIFL
OG0003064	sp|P75800|YLIE_ECOLI		tr|F5NSB4|F5NSB4_SHIFL
OG0003065	sp|Q7DFV4|YMDE_ECOLI		tr|F5NR92|F5NR92_SHIFL
OG0003066	sp|P64448|YNBE_ECOLI		tr|F5NU05|F5NU05_SHIFL
OG0003067	sp|P0AEB7|YOAB_ECOLI		tr|F5NUF1|F5NUF1_SHIFL
OG0003068	sp|Q46943|YQEJ_ECOLI		tr|F5NR95|F5NR95_SHIFL
OG0003069	sp|P46879|YQGD_ECOLI		tr|F5NZY4|F5NZY4_SHIFL
OG0003070	sp|P14375|ZRAR_ECOLI		tr|F5P0V6|F5P0V6_SHIFL
OG0003071	sp|P76097|YDCJ_ECOLI		tr|F5NU35|F5NU35_SHIFL
OG0003072	sp|P64451|YDCL_ECOLI		tr|F5NU42|F5NU42_SHIFL
OG0003073	sp|P31826|YDDA_ECOLI		tr|F5NVB2|F5NVB2_SHIFL
OG0003074	sp|P77561|YDEP_ECOLI		tr|F5NU57|F5NU57_SHIFL
OG0003075	sp|P76219|YDJX_ECOLI		tr|F5NUM4|F5NUM4_SHIFL
OG0003076	sp|P76237|YEAJ_ECOLI		tr|F5NUH0|F5NUH0_SHIFL
OG0003077	sp|P64503|YEBV_ECOLI		tr|F5NUB8|F5NUB8_SHIFL
OG0003078	sp|P46887|YECH_ECOLI		tr|F5NVW8|F5NVW8_SHIFL
OG0003079	sp|P52007|YECM_ECOLI		tr|F5NVS8|F5NVS8_SHIFL
OG0003080	sp|P33011|YEEA_ECOLI		tr|F5NWC3|F5NWC3_SHIFL
OG0003081	sp|P0ABW3|YFAE_ECOLI		tr|F5NXI6|F5NXI6_SHIFL
OG0003082	sp|P77625|YFBT_ECOLI		tr|F5NXP3|F5NXP3_SHIFL
OG0003083	sp|P64540|YFCL_ECOLI		tr|F5NXS6|F5NXS6_SHIFL
OG0003084	sp|P76498|YFCO_ECOLI		tr|F5NXT3|F5NXT3_SHIFL
OG0003085	sp|P76500|YFCQ_ECOLI		tr|F5NXT5|F5NXT5_SHIFL
OG0003086	sp|P77599|YFCS_ECOLI		tr|F5NXT8|F5NXT8_SHIFL
OG0003087	sp|P0AD37|YFEC_ECOLI		tr|F5NY70|F5NY70_SHIFL
OG0003088	sp|P39836|YFEH_ECOLI		tr|F5NY80|F5NY80_SHIFL
OG0003089	sp|P76573|YFGI_ECOLI		tr|F5NY08|F5NY08_SHIFL
OG0003090	sp|P46141|YGBE_ECOLI		tr|F5NYP3|F5NYP3_SHIFL
OG0003091	sp|Q46908|YGCR_ECOLI		tr|F5NYM6|F5NYM6_SHIFL
OG0003092	sp|P39834|YGIL_ECOLI		tr|F5NZG4|F5NZG4_SHIFL
OG0003093	sp|P42603|YGJV_ECOLI		tr|F5NZM5|F5NZM5_SHIFL
OG0003094	sp|P42624|YHAK_ECOLI		tr|F5NZP9|F5NZP9_SHIFL
OG0003095	sp|P45766|YHDW_ECOLI		tr|F5P0H3|F5P0H3_SHIFL
OG0003096	sp|P45767|YHDX_ECOLI		tr|F5P0H5|F5P0H5_SHIFL
OG0003097	sp|P64624|YHEO_ECOLI		tr|F5P394|F5P394_SHIFL
OG0003098	sp|P64627|YHFL_ECOLI		tr|F5P369|F5P369_SHIFL
OG0003099	sp|P45545|YHFS_ECOLI		tr|F5P361|F5P361_SHIFL
OG0003100	sp|P64631|YHFU_ECOLI		tr|F5P359|F5P359_SHIFL
OG0003101	sp|P45549|YHFW_ECOLI		tr|F5P357|F5P357_SHIFL
OG0003102	sp|P45550|YHFX_ECOLI		tr|F5P356|F5P356_SHIFL
OG0003103	sp|P45552|YHFZ_ECOLI		tr|F5P354|F5P354_SHIFL
OG0003104	sp|P37627|YHIJ_ECOLI		tr|F5P2U5|F5P2U5_SHIFL
OG0003105	sp|P0A9V5|YIAG_ECOLI		tr|F5P2M8|F5P2M8_SHIFL
